Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
1234.3406970500946	124	-30.298382853523737	-0.28357548730441157	4.48118483433698	-21.86956879825347	-57.94316938492315	19.835416666666667	1.3212982226036463	252	1259960	-29.65769107077796	-0.2655155594604618
1245.9274547100067	125	-30.636094578418753	-0.26814350307833246	5.099319306716976	-21.344444863438063	-59.71133480749967	19.925	0.7490271468155654	252	1270041	-29.131141498607803	-0.3124625750533248
1257.5596086978912	126	-30.60615750193164	-0.2873365336960861	6.063004751331375	-21.03771520743394	-84.89917880893984	19.89375	1.0543375190927555	252	1280121	-30.493132278105872	-0.26999756617011633
1269.1635475158691	127	-30.49668608620542	-0.2860308505599253	6.0166759708400175	-21.045196167340947	-87.8435051211803	19.885416666666668	1.057412246818724	252	1290201	-30.49169744908595	-0.29148664062649715
1280.8420951366425	128	-30.625306812509113	-0.26637190033157904	7.118351519548212	-21.076448642235	-134.39209681322154	19.88125	1.2584971609688544	252	1300281	-29.51722329608205	-0.23411229446702966
1292.4458842277527	129	-29.91561813479142	-0.2530397968847809	5.823193104548955	-18.999939247244154	-70.84464206745011	19.88125	1.1656822483707412	252	1310361	-30.78692296327472	-0.2787776210746567
1304.0295703411102	130	-29.73761200537882	-0.26431373878975317	4.317233863908575	-18.957618890519438	-58.34490673945163	19.81875	1.2017619443273004	252	1320441	-29.89488883150427	-0.28596474400184774
1315.8622996807098	131	-29.469547020818595	-0.23186750236607423	6.27106631764844	-20.571623560435484	-93.25614220296674	19.885416666666668	0.8424887692954067	252	1330521	-30.447412704723103	-0.26202921131650453
1327.4665696620941	132	-29.174005152312997	-0.23847614250479657	4.969638169673773	-17.5765498448296	-52.814979145428296	19.73125	1.5957830170483707	252	1340602	-29.004038148911036	-0.2318633523239583
1339.0996222496033	133	-29.42613075927977	-0.23781047000502592	4.722905740227974	-20.29493431689178	-57.549777751087014	19.90625	0.8174926732597262	252	1350682	-29.46933580105345	-0.2627258542594739
1350.6855599880219	134	-29.731453944186843	-0.23407792129248808	5.695518040043087	-20.92937805898182	-87.79131440902773	19.929166666666667	0.7382293944898759	252	1360763	-28.812677320753718	-0.230167608829458
1362.318781375885	135	-29.417684611425564	-0.2308270151643463	5.333190907881455	-19.07418274283543	-56.707474947085075	19.80625	1.175249308657529	252	1370844	-30.265912768038646	-0.23903164164648763
1373.8760015964508	136	-29.49789709738854	-0.23776630101502078	7.41934227928417	-20.5312902876455	-150.41585992019694	19.887265135699373	1.0577404496008695	252	1380906	-28.937477011830396	-0.20593216471454592
